Person_ID,True_Label,Predicted_Label,Correct
P08997,Good,Good,1
P06309,Good,Good,1
P04316,Good,Good,1
P01413,Average,Average,1
P08056,Good,Good,1
P07195,Poor,Poor,1
P00984,Good,Good,1
P01960,Good,Good,1
P08629,Good,Good,1
P02306,Excellent,Excellent,1
P09071,Good,Good,1
P09276,Good,Good,1
P09886,Excellent,Excellent,1
P00345,Average,Average,1
P07135,Good,Good,1
P09786,Excellent,Excellent,1
P09644,Average,Average,1
P09263,Excellent,Excellent,1
P01620,Good,Good,1
P09345,Good,Good,1
P06748,Excellent,Excellent,1
P05744,Excellent,Excellent,1
P01326,Excellent,Excellent,1
P04178,Excellent,Excellent,1
P05062,Average,Average,1
P07772,Good,Good,1
P06882,Excellent,Excellent,1
P02752,Good,Good,1
P00692,Average,Average,1
P09624,Average,Average,1
P08915,Good,Good,1
P09972,Good,Good,1
P06407,Average,Average,1
P04689,Good,Good,1
P01764,Average,Average,1
P02826,Good,Good,1
P03974,Poor,Poor,1
P01442,Excellent,Excellent,1
P00402,Good,Good,1
P08977,Good,Good,1
P02209,Excellent,Excellent,1
P01784,Good,Good,1
P05781,Average,Average,1
P03080,Good,Good,1
P03573,Good,Good,1
P00804,Excellent,Excellent,1
P00108,Excellent,Excellent,1
P09150,Excellent,Excellent,1
P08652,Good,Good,1
P04838,Good,Good,1
P09003,Good,Good,1
P02556,Average,Average,1
P06545,Good,Good,1
P06693,Good,Good,1
P02829,Good,Good,1
P05832,Average,Average,1
P07585,Excellent,Excellent,1
P05788,Good,Good,1
P02391,Good,Good,1
P07550,Excellent,Excellent,1
P05929,Good,Good,1
P03370,Good,Good,1
P00686,Good,Good,1
P07691,Excellent,Excellent,1
P06615,Excellent,Excellent,1
P00055,Good,Good,1
P04079,Excellent,Excellent,1
P04802,Excellent,Excellent,1
P09951,Excellent,Excellent,1
P06557,Average,Average,1
P07874,Good,Good,1
P00791,Excellent,Excellent,1
P04151,Average,Average,1
P04509,Good,Good,1
P06908,Good,Good,1
P02202,Good,Good,1
P09936,Excellent,Excellent,1
P04306,Good,Excellent,0
P09020,Good,Good,1
P03084,Excellent,Excellent,1
P01918,Good,Good,1
P07103,Average,Average,1
P01628,Good,Good,1
P05055,Excellent,Excellent,1
P04742,Good,Good,1
P00142,Good,Good,1
P06159,Excellent,Excellent,1
P07117,Average,Average,1
P04883,Average,Average,1
P02167,Good,Good,1
P03281,Excellent,Excellent,1
P08018,Average,Average,1
P07856,Good,Good,1
P05439,Good,Good,1
P00856,Good,Good,1
P05154,Good,Good,1
P09056,Good,Good,1
P02052,Excellent,Excellent,1
P04737,Excellent,Excellent,1
P09879,Poor,Poor,1
P08737,Excellent,Excellent,1
P06066,Good,Good,1
P02102,Average,Average,1
P06241,Excellent,Excellent,1
P06107,Average,Average,1
P05419,Good,Good,1
P03680,Good,Good,1
P00730,Excellent,Excellent,1
P01129,Excellent,Excellent,1
P01303,Good,Good,1
P01832,Good,Good,1
P05751,Good,Good,1
P01583,Good,Good,1
P02722,Good,Good,1
P04117,Average,Average,1
P09747,Good,Good,1
P07006,Good,Good,1
P07884,Excellent,Excellent,1
P02222,Average,Average,1
P06344,Excellent,Excellent,1
P01038,Average,Average,1
P01818,Excellent,Excellent,1
P01347,Good,Good,1
P01152,Good,Good,1
P05749,Good,Good,1
P04024,Good,Good,1
P05914,Good,Good,1
P06635,Excellent,Excellent,1
P04334,Good,Good,1
P06113,Good,Good,1
P01346,Good,Good,1
P02895,Good,Good,1
P07771,Good,Good,1
P00471,Excellent,Excellent,1
P05089,Average,Average,1
P07235,Excellent,Excellent,1
P05032,Excellent,Excellent,1
P04346,Excellent,Excellent,1
P07203,Good,Good,1
P05618,Average,Average,1
P00959,Excellent,Excellent,1
P00072,Good,Good,1
P04743,Excellent,Excellent,1
P09174,Excellent,Excellent,1
P04929,Good,Good,1
P06270,Good,Good,1
P08436,Excellent,Excellent,1
P06716,Good,Good,1
P00359,Excellent,Excellent,1
P03661,Average,Average,1
P06801,Good,Good,1
P01750,Good,Good,1
P00308,Good,Good,1
P00897,Good,Good,1
P04438,Excellent,Excellent,1
P09560,Good,Good,1
P04198,Excellent,Excellent,1
P05236,Good,Good,1
P07481,Good,Good,1
P09625,Good,Good,1
P06834,Good,Good,1
P05998,Good,Good,1
P07068,Good,Good,1
P08573,Average,Average,1
P07631,Average,Average,1
P09319,Excellent,Excellent,1
P08411,Excellent,Excellent,1
P07198,Good,Good,1
P00069,Good,Good,1
P03139,Excellent,Excellent,1
P04793,Good,Good,1
P00819,Average,Average,1
P04800,Average,Average,1
P02412,Good,Good,1
P08186,Excellent,Excellent,1
P06572,Good,Good,1
P00727,Excellent,Excellent,1
P08897,Excellent,Excellent,1
P05818,Excellent,Excellent,1
P07208,Poor,Poor,1
P08368,Excellent,Excellent,1
P00993,Average,Average,1
P06859,Good,Good,1
P03879,Good,Good,1
P01477,Excellent,Excellent,1
P06075,Good,Good,1
P04375,Excellent,Excellent,1
P06709,Good,Good,1
P07205,Excellent,Excellent,1
P06109,Good,Good,1
P03586,Excellent,Excellent,1
P03635,Good,Good,1
P00337,Good,Good,1
P02401,Average,Average,1
P00392,Good,Good,1
P09441,Average,Average,1
P01866,Good,Good,1
P07842,Average,Average,1
P05918,Good,Good,1
P06817,Excellent,Excellent,1
P01246,Average,Average,1
P08199,Good,Good,1
P03095,Excellent,Excellent,1
P01030,Excellent,Excellent,1
P00561,Average,Average,1
P09875,Poor,Poor,1
P01392,Good,Good,1
P01468,Excellent,Excellent,1
P01923,Average,Average,1
P09620,Good,Good,1
P04984,Excellent,Excellent,1
P08245,Average,Average,1
P01688,Excellent,Excellent,1
P00586,Good,Good,1
P09402,Good,Good,1
P07901,Good,Good,1
P00116,Good,Good,1
P09957,Average,Average,1
P02969,Good,Good,1
P00505,Average,Average,1
P05628,Good,Good,1
P00229,Good,Good,1
P05358,Average,Average,1
P02178,Excellent,Excellent,1
P08055,Average,Average,1
P01263,Average,Average,1
P05162,Good,Good,1
P05142,Average,Average,1
P03859,Average,Average,1
P02330,Good,Good,1
P02241,Good,Good,1
P04413,Good,Good,1
P02575,Excellent,Excellent,1
P05639,Good,Good,1
P02993,Good,Good,1
P04028,Excellent,Excellent,1
P08836,Good,Good,1
P01403,Excellent,Excellent,1
P08021,Excellent,Excellent,1
P05827,Good,Good,1
P06677,Good,Good,1
P08322,Average,Average,1
P05380,Good,Good,1
P05683,Average,Average,1
P01299,Good,Good,1
P03655,Average,Average,1
P03310,Excellent,Excellent,1
P03865,Excellent,Excellent,1
P02617,Average,Average,1
P09128,Good,Good,1
P04926,Good,Good,1
P04315,Excellent,Excellent,1
P00550,Excellent,Excellent,1
P07779,Excellent,Excellent,1
P02389,Excellent,Excellent,1
P02439,Average,Average,1
P02867,Excellent,Excellent,1
P07968,Excellent,Excellent,1
P00021,Excellent,Excellent,1
P01085,Excellent,Excellent,1
P00348,Good,Good,1
P06296,Good,Good,1
P08728,Good,Good,1
P07528,Average,Average,1
P06815,Good,Good,1
P05029,Excellent,Excellent,1
P03623,Good,Good,1
P01638,Good,Good,1
P02170,Good,Good,1
P03819,Excellent,Excellent,1
P07318,Good,Good,1
P02015,Good,Good,1
P06262,Excellent,Excellent,1
P03148,Excellent,Excellent,1
P02815,Excellent,Excellent,1
P06540,Good,Good,1
P00484,Excellent,Excellent,1
P04187,Excellent,Excellent,1
P05386,Good,Good,1
P09484,Excellent,Excellent,1
P09493,Good,Good,1
P04485,Average,Average,1
P00836,Excellent,Excellent,1
P09331,Good,Good,1
P05638,Excellent,Excellent,1
P09510,Good,Good,1
P00316,Excellent,Excellent,1
P04170,Excellent,Excellent,1
P02399,Good,Good,1
P09759,Good,Good,1
P06300,Average,Average,1
P04114,Excellent,Excellent,1
P04384,Good,Good,1
P09315,Average,Average,1
P03576,Excellent,Excellent,1
P02879,Average,Average,1
P06145,Excellent,Excellent,1
P09713,Good,Good,1
P08824,Good,Good,1
P04387,Good,Good,1
P02268,Average,Average,1
P09040,Good,Good,1
P01652,Good,Good,1
P00435,Excellent,Excellent,1
P04052,Excellent,Excellent,1
P01543,Average,Average,1
P00689,Excellent,Excellent,1
P04379,Excellent,Excellent,1
P08730,Good,Good,1
P06036,Excellent,Excellent,1
P04152,Good,Good,1
P06525,Good,Good,1
P07302,Excellent,Excellent,1
P07983,Good,Good,1
P07620,Good,Good,1
P09109,Average,Average,1
P06251,Excellent,Excellent,1
P04744,Good,Good,1
P03173,Average,Average,1
P07207,Good,Good,1
P01272,Average,Average,1
P06323,Average,Average,1
P08456,Average,Average,1
P01004,Good,Good,1
P01107,Average,Average,1
P04943,Average,Average,1
P04955,Average,Average,1
P04650,Good,Good,1
P00256,Good,Good,1
P03289,Excellent,Excellent,1
P02593,Excellent,Excellent,1
P01450,Excellent,Excellent,1
P08286,Average,Average,1
P06922,Good,Good,1
P01480,Average,Average,1
P06304,Average,Average,1
P04785,Excellent,Excellent,1
P03372,Good,Good,1
P04806,Good,Good,1
P07350,Good,Good,1
P05169,Good,Good,1
P04361,Excellent,Excellent,1
P07905,Excellent,Excellent,1
P02341,Good,Good,1
P04104,Good,Good,1
P03844,Excellent,Excellent,1
P09506,Average,Average,1
P08631,Good,Good,1
P02414,Good,Good,1
P00324,Good,Good,1
P04179,Good,Good,1
P03780,Excellent,Excellent,1
P07869,Excellent,Excellent,1
P05915,Excellent,Excellent,1
P09089,Good,Good,1
P02395,Excellent,Excellent,1
P08452,Good,Good,1
P05530,Average,Average,1
P00284,Good,Good,1
P01544,Excellent,Excellent,1
P07883,Excellent,Excellent,1
P03496,Excellent,Excellent,1
P01290,Excellent,Excellent,1
P06550,Good,Good,1
P06515,Excellent,Excellent,1
P03260,Good,Good,1
P01801,Average,Average,1
P01417,Good,Good,1
P08597,Good,Good,1
P06995,Good,Good,1
P02246,Average,Average,1
P09261,Good,Good,1
P04434,Good,Good,1
P01433,Average,Average,1
P08823,Good,Good,1
P06577,Excellent,Excellent,1
P05892,Excellent,Excellent,1
P06543,Good,Good,1
P07658,Average,Average,1
P00419,Excellent,Excellent,1
P07391,Excellent,Excellent,1
P03163,Excellent,Excellent,1
P08336,Average,Average,1
P07809,Good,Good,1
P08326,Good,Good,1
P01098,Good,Good,1
P00451,Excellent,Excellent,1
P07366,Average,Average,1
P02285,Good,Good,1
P04978,Average,Average,1
P01003,Excellent,Excellent,1
P07718,Excellent,Excellent,1
P04096,Excellent,Excellent,1
P05564,Good,Good,1
P02359,Good,Good,1
P03430,Excellent,Excellent,1
P09028,Average,Average,1
P00549,Excellent,Excellent,1
P00855,Good,Good,1
P03624,Average,Average,1
P03327,Good,Good,1
P08179,Good,Good,1
P03545,Average,Average,1
P08603,Excellent,Excellent,1
P06683,Excellent,Excellent,1
P08079,Good,Good,1
P02789,Average,Average,1
P05983,Excellent,Excellent,1
P03658,Good,Good,1
P04741,Good,Good,1
P03106,Good,Good,1
P07547,Average,Average,1
P03143,Good,Excellent,0
P05869,Excellent,Excellent,1
P00107,Average,Average,1
P04283,Good,Good,1
P00016,Average,Average,1
P01394,Average,Average,1
P01902,Good,Good,1
P02044,Average,Average,1
P09615,Good,Good,1
P02506,Good,Good,1
P02450,Average,Average,1
P03579,Good,Good,1
P02182,Average,Average,1
P07452,Excellent,Excellent,1
P08620,Good,Good,1
P04789,Good,Good,1
P02067,Good,Good,1
P01176,Excellent,Excellent,1
P06265,Excellent,Excellent,1
P02523,Excellent,Excellent,1
P08346,Good,Good,1
P00663,Excellent,Excellent,1
P06994,Excellent,Excellent,1
P09471,Excellent,Excellent,1
P01265,Excellent,Excellent,1
P04388,Good,Good,1
P05889,Good,Good,1
P02303,Good,Good,1
P00521,Excellent,Excellent,1
P03595,Excellent,Excellent,1
P03506,Good,Good,1
P03300,Good,Good,1
P02957,Excellent,Excellent,1
P03261,Average,Average,1
P01744,Excellent,Excellent,1
P00639,Good,Good,1
P06208,Excellent,Excellent,1
P07421,Excellent,Excellent,1
P02462,Excellent,Excellent,1
P06888,Excellent,Excellent,1
P02666,Good,Good,1
P00726,Excellent,Excellent,1
P02989,Excellent,Excellent,1
P03243,Good,Good,1
P08416,Excellent,Excellent,1
P02453,Excellent,Excellent,1
P03823,Average,Average,1
P09840,Average,Average,1
P09728,Excellent,Excellent,1
P04391,Excellent,Excellent,1
P08090,Excellent,Excellent,1
P04303,Average,Average,1
P05021,Excellent,Excellent,1
P02860,Good,Good,1
P09513,Average,Average,1
P06189,Good,Good,1
P08617,Average,Average,1
P06465,Average,Average,1
P05849,Average,Average,1
P00310,Excellent,Excellent,1
P05548,Good,Good,1
P00314,Average,Average,1
P05424,Good,Good,1
P09898,Good,Good,1
P09498,Excellent,Excellent,1
P03758,Good,Good,1
P01318,Good,Good,1
P05704,Good,Good,1
P00335,Good,Good,1
P04241,Good,Good,1
P04878,Excellent,Excellent,1
P00891,Excellent,Excellent,1
P06031,Average,Average,1
P09567,Good,Good,1
P02378,Good,Good,1
P00003,Good,Good,1
P00899,Excellent,Excellent,1
P03051,Average,Average,1
P03688,Excellent,Excellent,1
P06711,Good,Good,1
P01533,Average,Average,1
P01569,Average,Average,1
P02186,Excellent,Excellent,1
P07555,Good,Good,1
P06245,Average,Average,1
P09627,Good,Good,1
P03647,Good,Good,1
P04945,Average,Average,1
P01766,Excellent,Excellent,1
P04094,Good,Good,1
P00631,Good,Good,1
P07498,Average,Average,1
P09167,Good,Good,1
P06536,Good,Good,1
P06301,Excellent,Excellent,1
P08705,Excellent,Excellent,1
P04556,Excellent,Excellent,1
P06832,Good,Good,1
P07870,Average,Average,1
P02423,Good,Good,1
P03265,Excellent,Excellent,1
P09154,Excellent,Excellent,1
P05778,Excellent,Excellent,1
P03908,Average,Average,1
P05185,Good,Good,1
P00906,Good,Good,1
P00905,Good,Good,1
P02873,Average,Average,1
P01187,Good,Good,1
P05364,Excellent,Excellent,1
P05956,Good,Good,1
P04887,Good,Good,1
P00344,Excellent,Excellent,1
P01408,Average,Average,1
P06417,Average,Average,1
P00165,Good,Good,1
P05206,Good,Good,1
P00997,Good,Good,1
P00982,Excellent,Excellent,1
P03236,Excellent,Excellent,1
P03449,Excellent,Excellent,1
P02501,Good,Good,1
P05387,Average,Average,1
P05833,Good,Good,1
P08950,Good,Excellent,0
P01657,Good,Good,1
P06141,Average,Average,1
P00053,Average,Average,1
P08120,Excellent,Excellent,1
P09485,Excellent,Excellent,1
P03087,Good,Good,1
P02074,Good,Good,1
P03621,Good,Good,1
P04410,Good,Good,1
P06482,Good,Good,1
P01870,Excellent,Excellent,1
P08839,Excellent,Excellent,1
P01835,Good,Good,1
P06394,Good,Good,1
P08234,Good,Good,1
P02034,Excellent,Excellent,1
P05478,Excellent,Excellent,1
P09252,Good,Good,1
P01808,Good,Good,1
P00413,Good,Good,1
P03955,Good,Good,1
P00428,Good,Good,1
P03299,Good,Good,1
P01545,Excellent,Excellent,1
P02857,Poor,Poor,1
P00063,Excellent,Excellent,1
P08906,Excellent,Excellent,1
P02495,Average,Average,1
P06800,Average,Average,1
P02134,Excellent,Excellent,1
P03787,Good,Good,1
P01613,Excellent,Excellent,1
P08909,Average,Average,1
P08117,Excellent,Excellent,1
P06385,Excellent,Excellent,1
P08667,Average,Average,1
P09663,Average,Average,1
P08764,Average,Average,1
P06397,Excellent,Excellent,1
P05981,Average,Average,1
P09496,Average,Average,1
P00786,Average,Average,1
P02327,Excellent,Excellent,1
P03234,Average,Average,1
P03078,Average,Average,1
P09196,Average,Average,1
P05518,Excellent,Excellent,1
P08431,Good,Good,1
P03177,Average,Average,1
P08461,Excellent,Excellent,1
P06244,Average,Average,1
P07878,Excellent,Excellent,1
P01067,Good,Good,1
P00303,Average,Average,1
P01395,Excellent,Excellent,1
P01058,Average,Average,1
P06489,Good,Good,1
P04203,Excellent,Excellent,1
P07859,Average,Average,1
P05173,Average,Average,1
P02662,Good,Good,1
P06166,Good,Good,1
P02646,Average,Average,1
P08743,Good,Good,1
P06676,Excellent,Excellent,1
P08252,Average,Average,1
P06769,Average,Average,1
P07873,Good,Good,1
P01448,Excellent,Excellent,1
P08407,Good,Good,1
P05819,Good,Good,1
P05139,Good,Good,1
P00301,Excellent,Excellent,1
P07643,Good,Good,1
P00467,Good,Good,1
P02981,Good,Good,1
P08991,Good,Good,1
P06504,Average,Average,1
P07264,Good,Excellent,0
P01051,Excellent,Excellent,1
P06167,Excellent,Excellent,1
P06503,Average,Average,1
P09669,Good,Good,1
P03442,Excellent,Excellent,1
P04518,Average,Average,1
P08568,Excellent,Excellent,1
P06690,Average,Average,1
P00127,Good,Good,1
P04499,Excellent,Excellent,1
P08157,Good,Good,1
P01777,Good,Good,1
P08069,Good,Good,1
P01253,Good,Good,1
P00121,Good,Good,1
P06789,Excellent,Excellent,1
P00452,Excellent,Excellent,1
P02191,Excellent,Excellent,1
P03415,Good,Good,1
P05533,Excellent,Excellent,1
P03807,Good,Good,1
P08292,Good,Good,1
P05994,Excellent,Excellent,1
P06283,Excellent,Excellent,1
P05135,Good,Good,1
P04322,Poor,Poor,1
P06229,Good,Good,1
P07487,Average,Average,1
P01336,Average,Average,1
P00300,Average,Average,1
P09501,Excellent,Excellent,1
P03990,Excellent,Excellent,1
P05292,Good,Good,1
P00599,Good,Good,1
P01694,Excellent,Excellent,1
P04250,Excellent,Excellent,1
P09186,Good,Good,1
P02064,Good,Good,1
P08907,Excellent,Excellent,1
P02814,Excellent,Excellent,1
P09525,Excellent,Excellent,1
P02941,Good,Good,1
P05731,Average,Average,1
P08560,Good,Good,1
P02106,Average,Average,1
P03755,Excellent,Excellent,1
P05636,Excellent,Excellent,1
P08772,Good,Good,1
P07471,Good,Good,1
P00213,Excellent,Excellent,1
P06786,Good,Good,1
P08771,Average,Average,1
P00685,Good,Good,1
P00154,Good,Good,1
P06972,Excellent,Excellent,1
P06960,Good,Good,1
P07099,Good,Good,1
P07477,Good,Good,1
P08818,Good,Good,1
P07726,Average,Average,1
P02485,Good,Good,1
P02144,Good,Good,1
P07766,Excellent,Excellent,1
P08948,Excellent,Excellent,1
P08826,Average,Average,1
P04758,Good,Good,1
P04868,Good,Good,1
P07153,Good,Good,1
P05469,Good,Good,1
P07223,Excellent,Excellent,1
P03701,Good,Good,1
P09396,Good,Good,1
P03170,Good,Good,1
P09370,Excellent,Excellent,1
P09462,Good,Good,1
P05868,Good,Good,1
P06068,Good,Good,1
P04407,Good,Good,1
P01115,Excellent,Excellent,1
P05414,Average,Average,1
P05138,Average,Average,1
P08067,Good,Good,1
P01599,Good,Good,1
P09635,Excellent,Excellent,1
P03504,Excellent,Excellent,1
P06160,Good,Good,1
P09709,Good,Good,1
P04754,Excellent,Excellent,1
P06205,Good,Good,1
P08201,Good,Good,1
P00394,Good,Good,1
P03450,Good,Good,1
P02249,Good,Good,1
P01807,Average,Average,1
P09835,Excellent,Excellent,1
P06973,Good,Good,1
P06128,Excellent,Excellent,1
P02117,Excellent,Excellent,1
P03702,Good,Good,1
P05343,Excellent,Excellent,1
P04845,Excellent,Excellent,1
P07951,Excellent,Excellent,1
P04503,Good,Good,1
P00273,Excellent,Excellent,1
P08708,Good,Good,1
P04143,Excellent,Excellent,1
P04768,Average,Average,1
P03927,Good,Good,1
P09379,Excellent,Excellent,1
P04467,Excellent,Excellent,1
P06645,Good,Good,1
P03258,Excellent,Excellent,1
P06566,Excellent,Excellent,1
P07343,Good,Good,1
P07684,Good,Good,1
P01214,Average,Average,1
P02812,Excellent,Excellent,1
P09661,Excellent,Excellent,1
P05690,Average,Average,1
P01967,Good,Good,1
P02780,Excellent,Excellent,1
P03931,Average,Average,1
P05144,Average,Average,1
P03382,Excellent,Excellent,1
P03560,Good,Good,1
P09437,Good,Good,1
P03961,Excellent,Excellent,1
P08204,Excellent,Excellent,1
P07199,Excellent,Excellent,1
P07243,Excellent,Excellent,1
P01415,Excellent,Excellent,1
P07293,Excellent,Excellent,1
P03768,Good,Good,1
P06277,Excellent,Excellent,1
P04257,Good,Good,1
P00376,Good,Good,1
P00783,Excellent,Excellent,1
P09334,Good,Good,1
P02833,Average,Average,1
P09884,Good,Good,1
P01082,Good,Good,1
P02125,Good,Good,1
P08656,Good,Good,1
P01441,Good,Good,1
P00751,Good,Good,1
P00486,Good,Good,1
P07615,Good,Good,1
P06012,Excellent,Excellent,1
P01864,Excellent,Excellent,1
P05942,Good,Good,1
P04270,Excellent,Excellent,1
P00513,Excellent,Excellent,1
P07435,Good,Good,1
P04220,Good,Good,1
P01624,Average,Average,1
P07387,Good,Good,1
P04661,Good,Good,1
P08002,Good,Good,1
P09691,Average,Average,1
P01449,Average,Average,1
P07674,Good,Good,1
P04399,Good,Good,1
P04936,Good,Good,1
P05219,Excellent,Excellent,1
P03089,Average,Average,1
P08271,Average,Average,1
P05661,Good,Good,1
P01921,Excellent,Excellent,1
P09479,Good,Good,1
P05071,Good,Good,1
P04862,Good,Good,1
P04542,Average,Average,1
P00100,Good,Good,1
P08432,Average,Average,1
P04100,Excellent,Excellent,1
P03440,Good,Good,1
P04292,Average,Average,1
P02301,Excellent,Excellent,1
P01206,Good,Good,1
P07376,Excellent,Excellent,1
P07560,Good,Good,1
P09185,Excellent,Excellent,1
P00894,Good,Good,1
P02537,Average,Average,1
P08370,Average,Average,1
P05145,Good,Good,1
P02631,Average,Average,1
P04766,Excellent,Excellent,1
P03199,Excellent,Excellent,1
P02415,Average,Average,1
P09307,Excellent,Excellent,1
P00825,Excellent,Excellent,1
P09980,Excellent,Excellent,1
P03111,Good,Good,1
P04415,Excellent,Excellent,1
P01410,Excellent,Excellent,1
P02900,Average,Average,1
P08710,Good,Good,1
P02270,Excellent,Excellent,1
P09924,Good,Good,1
P09744,Good,Good,1
P06206,Good,Good,1
P01940,Average,Average,1
P02691,Average,Average,1
P06936,Good,Good,1
P09139,Average,Average,1
P09811,Average,Average,1
P00669,Excellent,Excellent,1
P09726,Average,Average,1
P01186,Good,Good,1
P06355,Good,Good,1
P03378,Average,Average,1
P08347,Average,Average,1
P08642,Poor,Poor,1
P04686,Average,Average,1
P05165,Excellent,Excellent,1
P09718,Average,Average,1
P02317,Average,Average,1
P02998,Excellent,Excellent,1
P00450,Good,Good,1
P08395,Good,Good,1
P09239,Average,Average,1
P01890,Good,Good,1
P05776,Average,Average,1
P00937,Excellent,Excellent,1
P01761,Excellent,Excellent,1
P03775,Good,Good,1
P05674,Excellent,Excellent,1
P03856,Average,Average,1
P09823,Good,Good,1
P02768,Good,Good,1
P02232,Excellent,Excellent,1
P03748,Excellent,Excellent,1
P01087,Excellent,Excellent,1
P08540,Average,Average,1
P02755,Excellent,Excellent,1
P03730,Good,Good,1
P06219,Good,Good,1
P09245,Average,Average,1
P08978,Good,Good,1
P08858,Excellent,Excellent,1
P03439,Good,Good,1
P09015,Good,Good,1
P06544,Good,Good,1
P03884,Excellent,Excellent,1
P06418,Good,Good,1
P04640,Average,Average,1
P05665,Good,Good,1
P09828,Average,Average,1
P06607,Good,Good,1
P03665,Excellent,Excellent,1
P07430,Excellent,Excellent,1
P08605,Good,Good,1
P06288,Excellent,Excellent,1
P07545,Good,Good,1
P03798,Good,Good,1
P00948,Good,Good,1
P07747,Excellent,Excellent,1
P04279,Good,Good,1
P02185,Average,Average,1
P09562,Average,Average,1
P04957,Good,Good,1
P09143,Good,Good,1
P00996,Good,Good,1
P04930,Good,Good,1
P02026,Excellent,Excellent,1
P09288,Excellent,Excellent,1
P05520,Excellent,Excellent,1
P00649,Good,Good,1
P04245,Good,Good,1
P08232,Excellent,Excellent,1
P06584,Average,Average,1
P04601,Good,Good,1
P09950,Excellent,Excellent,1
P06744,Good,Good,1
P04904,Good,Good,1
P04282,Good,Good,1
P09285,Average,Average,1
P09413,Excellent,Excellent,1
P03409,Average,Average,1
P09821,Excellent,Excellent,1
P08532,Average,Average,1
P03970,Good,Good,1
P06289,Average,Average,1
P01747,Good,Good,1
P01350,Excellent,Excellent,1
P03263,Good,Good,1
P04910,Excellent,Excellent,1
P08921,Average,Average,1
P09794,Good,Good,1
P02484,Good,Good,1
P03277,Good,Good,1
P02176,Good,Good,1
P09592,Good,Good,1
P02794,Good,Good,1
P06522,Excellent,Excellent,1
P02979,Good,Good,1
P09208,Good,Good,1
P04160,Good,Good,1
P00565,Excellent,Excellent,1
P05948,Good,Good,1
P07429,Average,Average,1
P01284,Good,Good,1
P09364,Excellent,Excellent,1
P06597,Excellent,Excellent,1
P05844,Poor,Poor,1
P00239,Excellent,Excellent,1
P05306,Good,Good,1
P09684,Average,Average,1
P01427,Excellent,Excellent,1
P04748,Good,Good,1
P01368,Excellent,Excellent,1
P00220,Excellent,Excellent,1
P02175,Average,Average,1
P09108,Good,Good,1
P05365,Good,Good,1
P06291,Average,Average,1
P08464,Excellent,Excellent,1
P01789,Excellent,Excellent,1
P00343,Good,Good,1
P05155,Good,Good,1
P04613,Average,Average,1
P09568,Excellent,Excellent,1
P00705,Good,Good,1
P08377,Excellent,Excellent,1
P09236,Good,Good,1
P07003,Excellent,Excellent,1
P01473,Good,Good,1
P09283,Average,Average,1
P09048,Excellent,Excellent,1
P05856,Good,Good,1
P01471,Good,Good,1
P08572,Good,Good,1
P06256,Excellent,Excellent,1
P03828,Excellent,Excellent,1
P01558,Excellent,Excellent,1
P09024,Average,Average,1
P02104,Good,Good,1
P05319,Excellent,Excellent,1
P06007,Excellent,Excellent,1
